data,algorithm,split,source_row,y_true
C1,RandomForestRegressor,Test,147,7.4193
C1,RandomForestRegressor,Test,340,0.8984
C1,RandomForestRegressor,Test,493,0.0876
C1,RandomForestRegressor,Test,521,0.9836
C1,RandomForestRegressor,Test,435,0.4375
C1,RandomForestRegressor,Test,38,183.7787
C1,RandomForestRegressor,Test,571,121.2021
C1,RandomForestRegressor,Test,256,15
C1,RandomForestRegressor,Test,496,0.5853
C1,RandomForestRegressor,Test,601,10.6555
C1,RandomForestRegressor,Test,173,9.3506
C1,RandomForestRegressor,Test,212,10.8544
C1,RandomForestRegressor,Test,311,150
C1,RandomForestRegressor,Test,249,35
C1,RandomForestRegressor,Test,131,10.1205
C1,RandomForestRegressor,Test,647,11.3122
C1,RandomForestRegressor,Test,579,200.6631
C1,RandomForestRegressor,Test,239,18
C1,RandomForestRegressor,Test,171,6.9537
C1,RandomForestRegressor,Test,244,16.5
C1,RandomForestRegressor,Test,334,4.9
C1,RandomForestRegressor,Test,89,19.6706
C1,RandomForestRegressor,Test,137,1.8648
C1,RandomForestRegressor,Test,107,12.3805
C1,RandomForestRegressor,Test,376,122.7272
C1,RandomForestRegressor,Test,91,5.3316
C1,RandomForestRegressor,Test,25,187.3878
C1,RandomForestRegressor,Test,319,9.6
C1,RandomForestRegressor,Test,72,10
C1,RandomForestRegressor,Test,164,2.3002
C1,RandomForestRegressor,Test,49,102.0029
C1,RandomForestRegressor,Test,395,51.7316
C1,RandomForestRegressor,Test,650,159.7285
C1,RandomForestRegressor,Test,149,7.6785
C1,RandomForestRegressor,Test,242,18
C1,RandomForestRegressor,Test,429,4.6612
C1,RandomForestRegressor,Test,166,2.9654
C1,RandomForestRegressor,Test,515,0.1475
C1,RandomForestRegressor,Test,271,15.6958
C1,RandomForestRegressor,Test,292,249
C1,RandomForestRegressor,Test,491,-0.2089
C1,RandomForestRegressor,Test,100,6.0072
C1,RandomForestRegressor,Test,39,184.0091
C1,RandomForestRegressor,Test,145,7.5232
C1,RandomForestRegressor,Test,549,3.4711
C1,RandomForestRegressor,Test,227,154.6933
C1,RandomForestRegressor,Test,615,30.3167
C1,RandomForestRegressor,Test,502,0.0911
C1,RandomForestRegressor,Test,420,1.1893
C1,RandomForestRegressor,Test,476,2.6625
C1,RandomForestRegressor,Test,372,140.919
C1,RandomForestRegressor,Test,151,8.0482
C1,RandomForestRegressor,Test,68,59.7839
C1,RandomForestRegressor,Test,556,24.7564
C1,SVR_RBF,Train,424,4.0661
C1,SVR_RBF,Train,146,7.4684
C1,SVR_RBF,Train,93,15.107
C1,SVR_RBF,Train,323,9.5
C1,SVR_RBF,Train,539,0.0157
C1,SVR_RBF,Train,99,10.9416
C1,SVR_RBF,Train,92,5.6837
C1,SVR_RBF,Train,28,192.4421
C1,SVR_RBF,Train,258,62
C1,SVR_RBF,Train,632,190.4977
C1,SVR_RBF,Train,366,11.7391
C1,SVR_RBF,Train,150,7.8279
C1,SVR_RBF,Train,572,121.0705
C1,SVR_RBF,Train,638,208.5973
C1,SVR_RBF,Train,421,1.8843
C1,SVR_RBF,Train,27,188.2349
C1,SVR_RBF,Train,50,99.7175
C1,SVR_RBF,Train,286,16
C1,SVR_RBF,Train,213,16.661
C1,SVR_RBF,Train,445,1.4355
C1,SVR_RBF,Train,252,31
C1,SVR_RBF,Train,85,7.7779
C1,SVR_RBF,Train,461,0.5271
C1,SVR_RBF,Train,455,0.0117
C1,SVR_RBF,Train,375,137.4459
C1,SVR_RBF,Train,210,132.1477
C1,SVR_RBF,Train,290,11.9
C1,SVR_RBF,Train,15,186.1441
C1,SVR_RBF,Train,535,1.1538
C1,SVR_RBF,Train,596,4.6697
C1,SVR_RBF,Train,514,0.0991
C1,SVR_RBF,Train,651,168.7782
C1,SVR_RBF,Train,62,67.104
C1,SVR_RBF,Train,58,70.945
C1,SVR_RBF,Train,78,62.2973
C1,SVR_RBF,Train,274,16.7407
C1,SVR_RBF,Train,418,0.0232
C1,SVR_RBF,Train,522,1.1411
C1,SVR_RBF,Train,516,0.3443
C1,SVR_RBF,Train,633,193.6651
C1,SVR_RBF,Train,656,9.8231
C1,SVR_RBF,Train,431,0.1437
C1,SVR_RBF,Train,51,36.1086
C1,SVR_RBF,Train,497,0.7317
C1,SVR_RBF,Train,425,4.3637
C1,SVR_RBF,Train,331,8.9
C1,SVR_RBF,Train,413,2.5006
C1,SVR_RBF,Train,109,15
C1,SVR_RBF,Train,42,187.2488
C1,SVR_RBF,Train,75,54.9536
C1,SVR_RBF,Train,432,0.1875
C1,SVR_RBF,Train,626,123.9819
C1,SVR_RBF,Train,480,0.1562
C1,SVR_RBF,Train,222,31.2926
C1,SVR_RBF,Train,442,0.0274
C1,SVR_RBF,Train,460,0.4651
C1,SVR_RBF,Train,21,106.0925
C1,SVR_RBF,Train,55,75.5317
C1,SVR_RBF,Train,291,250
C1,SVR_RBF,Train,217,110.3519
C1,SVR_RBF,Train,392,258.758
C1,SVR_RBF,Train,544,2.5785
C1,SVR_RBF,Train,203,128.8589
C1,SVR_RBF,Train,305,199
C1,SVR_RBF,Train,664,8.0733
C1,SVR_RBF,Train,558,14.9253
C1,SVR_RBF,Train,113,1
C1,SVR_RBF,Train,188,10.8544
C1,SVR_RBF,Train,220,10.8544
C1,SVR_RBF,Train,80,64.4519
C1,SVR_RBF,Train,383,50.8758
C1,SVR_RBF,Train,41,187.5173
C1,SVR_RBF,Train,654,2.3164
C1,SVR_RBF,Train,548,3.3721
C1,SVR_RBF,Train,484,0.4688
C1,SVR_RBF,Train,17,182.9271
C1,SVR_RBF,Train,123,1.9281
C1,SVR_RBF,Train,132,10.8016
C1,SVR_RBF,Train,341,1.9465
C1,SVR_RBF,Train,511,1.0309
C1,SVR_RBF,Train,482,0.2813
C1,SVR_RBF,Train,48,107.2474
C1,SVR_RBF,Train,349,8.6133
C1,SVR_RBF,Train,494,0.1951
C1,SVR_RBF,Train,304,199
C1,SVR_RBF,Train,525,1.3279
C1,SVR_RBF,Train,308,175
C1,SVR_RBF,Train,4,100.6216
C1,SVR_RBF,Train,437,0.625
C1,SVR_RBF,Train,531,0.7582
C1,SVR_RBF,Train,165,2.4016
C1,SVR_RBF,Train,474,2.6613
C1,SVR_RBF,Train,409,0.9991
C1,SVR_RBF,Train,627,126.6968
C1,SVR_RBF,Train,567,110.5493
C1,SVR_RBF,Train,280,29.322
C1,SVR_RBF,Train,82,59.9138
C1,SVR_RBF,Train,605,11.3206
C1,SVR_RBF,Train,350,9.2547
C1,SVR_RBF,Train,470,1.9355
C1,SVR_RBF,Train,446,1.68
C1,SVR_RBF,Train,541,0.3471
C1,SVR_RBF,Train,96,18.5037
C1,SVR_RBF,Train,444,1.392
C1,SVR_RBF,Train,154,21.2041
C1,SVR_RBF,Train,582,194.643
C1,SVR_RBF,Train,140,5.2675
C1,SVR_RBF,Train,125,8.0539
C1,SVR_RBF,Train,60,32.1593
C1,SVR_RBF,Train,52,44.2483
C1,SVR_RBF,Train,560,18.6576
C1,SVR_RBF,Train,225,116.4338
C1,SVR_RBF,Train,287,15
C1,SVR_RBF,Train,403,239.2408
C1,SVR_RBF,Train,158,85.5833
C1,SVR_RBF,Train,389,58.658
C1,SVR_RBF,Train,250,35
C1,SVR_RBF,Train,361,7.7554
C1,SVR_RBF,Train,234,0
C1,SVR_RBF,Train,457,0.124
C1,SVR_RBF,Train,66,60.1467
C1,SVR_RBF,Train,523,1.2087
C1,SVR_RBF,Train,639,3.6199
C1,SVR_RBF,Train,390,239.6104
C1,SVR_RBF,Train,369,11.7391
C1,SVR_RBF,Train,360,9.5371
C1,SVR_RBF,Train,215,63.7857
C1,SVR_RBF,Train,98,11.6115
C1,SVR_RBF,Train,207,58.5204
C1,SVR_RBF,Train,464,0.6822
C1,SVR_RBF,Train,208,64.3514
C1,SVR_RBF,Train,538,0.0122
C1,SVR_RBF,Train,276,21.2415
C1,SVR_RBF,Train,264,28
C1,SVR_RBF,Train,214,31.2926
C1,SVR_RBF,Train,169,5.6234
C1,SVR_RBF,Train,668,11.9228
C1,SVR_RBF,Train,284,16.1
C1,SVR_RBF,Train,168,3.4065
C1,SVR_RBF,Train,293,249
C1,SVR_RBF,Train,448,2.4127
C1,SVR_RBF,Train,599,9.4379
C1,SVR_RBF,Train,232,0
C1,SVR_RBF,Train,559,18.6567
C1,SVR_RBF,Train,593,4.2261
C1,SVR_RBF,Train,373,153.8961
C1,SVR_RBF,Train,411,1.8375
C1,SVR_RBF,Train,667,11.2467
C1,SVR_RBF,Train,64,62.9539
C1,SVR_RBF,Train,126,8.924
C1,SVR_RBF,Train,170,6.1214
C1,SVR_RBF,Train,156,57.1515
C1,SVR_RBF,Train,32,130
C1,SVR_RBF,Train,554,23.5187
C1,SVR_RBF,Train,310,160
C1,SVR_RBF,Train,555,24.7525
C1,SVR_RBF,Train,566,97.2533
C1,SVR_RBF,Train,9,198.1857
C1,SVR_RBF,Train,648,11.7647
C1,SVR_RBF,Train,610,190.2757
C1,SVR_RBF,Train,139,4.6607
C1,SVR_RBF,Train,306,199
C1,SVR_RBF,Train,428,4.562
C1,SVR_RBF,Train,551,21.0396
C1,SVR_RBF,Train,53,66.997
C1,SVR_RBF,Train,393,231.8182
C1,SVR_RBF,Train,338,0.1872
C1,SVR_RBF,Train,595,4.6602
C1,SVR_RBF,Train,381,203.2466
C1,SVR_RBF,Train,607,188.4733
C1,SVR_RBF,Train,71,12
C1,SVR_RBF,Train,320,9.6
C1,SVR_RBF,Train,313,110
C1,SVR_RBF,Train,451,2.784
C1,SVR_RBF,Train,530,0.5275
C1,SVR_RBF,Train,162,1.7279
C1,SVR_RBF,Train,144,7.4757
C1,SVR_RBF,Train,65,64.5069
C1,SVR_RBF,Train,513,1.0911
C1,SVR_RBF,Train,590,3.9695
C1,SVR_RBF,Train,167,3.4122
C1,SVR_RBF,Train,153,8.2082
C1,SVR_RBF,Train,67,58.7044
C1,SVR_RBF,Train,10,189.6709
C1,SVR_RBF,Train,576,194.3514
C1,SVR_RBF,Train,422,2.4793
C1,SVR_RBF,Train,309,170
C1,SVR_RBF,Train,348,8.0216
C1,SVR_RBF,Train,563,19.9014
C1,SVR_RBF,Train,653,178.2805
C1,SVR_RBF,Train,585,204.3982
C1,SVR_RBF,Train,471,2.3226
C1,SVR_RBF,Train,180,52.7921
C1,SVR_RBF,Train,611,190.3014
C1,SVR_RBF,Train,103,15.0427
C1,SVR_RBF,Train,472,2.5161
C1,SVR_RBF,Train,467,0.4355
C1,SVR_RBF,Train,54,69.8308
C1,SVR_RBF,Train,506,0.4892
C1,SVR_RBF,Train,175,9.6674
C1,SVR_RBF,Train,469,1.6452
C1,SVR_RBF,Train,594,4.5061
C1,SVR_RBF,Train,606,182.4439
C1,SVR_RBF,Train,136,2.4124
C1,SVR_RBF,Train,500,0.8782
C1,SVR_RBF,Train,528,-0.0329
C1,SVR_RBF,Train,356,10.9285
C1,SVR_RBF,Train,101,8.3687
C1,SVR_RBF,Train,176,3.9349
C1,SVR_RBF,Train,407,0.1875
C1,SVR_RBF,Train,508,0.7214
C1,SVR_RBF,Train,277,25.3552
C1,SVR_RBF,Train,439,0.8125
C1,SVR_RBF,Train,316,9.8
C1,SVR_RBF,Train,486,0.5937
C1,SVR_RBF,Train,110,10
C1,SVR_RBF,Train,44,55.2411
C1,SVR_RBF,Train,452,2.832
C1,SVR_RBF,Train,241,18
C1,SVR_RBF,Train,195,98.0734
C1,SVR_RBF,Train,182,40.2656
C1,SVR_RBF,Train,351,9.76
C1,SVR_RBF,Train,385,266.4502
C1,SVR_RBF,Train,296,210
C1,SVR_RBF,Train,478,0.0625
C1,SVR_RBF,Train,399,206.4592
C1,SVR_RBF,Train,155,42.7149
C1,SVR_RBF,Train,299,160
C1,SVR_RBF,Train,56,71.4614
C1,SVR_RBF,Train,11,55.825
C1,SVR_RBF,Train,178,32.7076
C1,SVR_RBF,Train,603,10.7927
C1,SVR_RBF,Train,663,3.9662
C1,SVR_RBF,Train,5,178.1616
C1,SVR_RBF,Train,263,36
C1,SVR_RBF,Train,300,115
C1,SVR_RBF,Train,669,4.6774
C1,SVR_RBF,Train,315,0
C1,SVR_RBF,Train,518,0.541
C1,SVR_RBF,Train,216,75.6454
C1,SVR_RBF,Train,22,169.1834
C1,SVR_RBF,Train,397,178.0901
C1,SVR_RBF,Train,609,190.1513
C1,SVR_RBF,Train,121,14.8143
C1,SVR_RBF,Train,628,128.5068
C1,SVR_RBF,Train,177,15.8993
C1,SVR_RBF,Train,61,45.1337
C1,SVR_RBF,Train,501,0.8787
C1,SVR_RBF,Train,243,17
C1,SVR_RBF,Train,260,55
C1,SVR_RBF,Train,504,0.3351
C1,SVR_RBF,Train,649,145.2489
C1,SVR_RBF,Train,127,9.7231
C1,SVR_RBF,Train,510,0.9325
C1,SVR_RBF,Train,69,90
C1,SVR_RBF,Train,303,200
C1,SVR_RBF,Train,285,16.1
C1,SVR_RBF,Train,194,88.3651
C1,SVR_RBF,Train,415,2.6875
C1,SVR_RBF,Train,253,26
C1,SVR_RBF,Train,507,0.6363
C1,SVR_RBF,Train,197,16.661
C1,SVR_RBF,Train,84,12.411
C1,SVR_RBF,Train,495,0.439
C1,SVR_RBF,Train,540,0.2479
C1,SVR_RBF,Train,337,0.1123
C1,SVR_RBF,Train,406,0.0568
C1,SVR_RBF,Train,161,95.3006
C1,SVR_RBF,Train,6,196.9007
C1,SVR_RBF,Train,624,113.5747
C1,SVR_RBF,Train,382,176.4069
C1,SVR_RBF,Train,569,117.0022
C1,SVR_RBF,Train,172,8.9135
C1,SVR_RBF,Train,660,19.09
C1,SVR_RBF,Train,666,11.2
C1,SVR_RBF,Train,488,0.6875
C1,SVR_RBF,Train,191,50.0692
C1,SVR_RBF,Train,379,256.0606
C1,SVR_RBF,Train,545,2.9256
C1,SVR_RBF,Train,218,140.1645
C1,SVR_RBF,Train,416,2.75
C1,SVR_RBF,Train,288,14.5
C1,SVR_RBF,Train,187,67.1065
C1,SVR_RBF,Train,163,2.005
C1,SVR_RBF,Train,543,2.033
C1,SVR_RBF,Train,124,4.7621
C1,SVR_RBF,Train,463,0.6518
C1,SVR_RBF,Train,157,70.5282
C1,SVR_RBF,Train,236,0
C1,SVR_RBF,Train,129,11.7748
C1,SVR_RBF,Train,134,4.7968
C1,SVR_RBF,Train,570,120.2191
C1,SVR_RBF,Train,616,32.1267
C1,SVR_RBF,Train,634,177.3756
C1,SVR_RBF,Train,13,164.5415
C1,SVR_RBF,Train,245,15.5
C1,SVR_RBF,Train,347,12.5401
C1,SVR_RBF,Train,7,203.5289
C1,SVR_RBF,Train,332,8.8
C1,SVR_RBF,Train,196,10.8544
C1,SVR_RBF,Train,330,9
C1,SVR_RBF,Train,365,3.4934
C1,SVR_RBF,Train,433,0.25
C1,SVR_RBF,Train,489,0.7188
C1,SVR_RBF,Train,363,5.2402
C1,SVR_RBF,Train,70,30
C1,SVR_RBF,Train,499,0.878
C1,SVR_RBF,Train,36,171.4973
C1,SVR_RBF,Train,211,143.58
C1,SVR_RBF,Train,118,11.7251
C1,SVR_RBF,Train,619,2.2624
C1,SVR_RBF,Train,179,47.5037
C1,SVR_RBF,Train,573,120.9294
C1,SVR_RBF,Train,86,12.286
C1,SVR_RBF,Train,661,12.93
C1,SVR_RBF,Train,79,62.9884
C1,SVR_RBF,Train,143,7.4165
C1,SVR_RBF,Train,524,1.2789
C1,SVR_RBF,Train,380,249.1342
C1,SVR_RBF,Train,423,3.4215
C1,SVR_RBF,Train,357,13.1703
C1,SVR_RBF,Train,184,3.8774
C1,SVR_RBF,Train,352,10.1342
C1,SVR_RBF,Train,492,-0.0488
C1,SVR_RBF,Train,152,8.0988
C1,SVR_RBF,Train,73,2
C1,SVR_RBF,Train,289,14.2
C1,SVR_RBF,Train,16,187.171
C1,SVR_RBF,Train,273,16.5508
C1,SVR_RBF,Train,542,1.0405
C1,SVR_RBF,Train,487,0.6573
C1,SVR_RBF,Train,629,162.4434
C1,SVR_RBF,Train,261,48
C1,SVR_RBF,Train,122,14.0871
C1,SVR_RBF,Train,335,0.1123
C1,SVR_RBF,Train,417,2.7813
C1,SVR_RBF,Train,578,199.8271
C1,SVR_RBF,Train,587,207.3981
C1,SVR_RBF,Train,414,2.5938
C1,SVR_RBF,Train,251,34
C1,SVR_RBF,Train,662,9.42
C1,SVR_RBF,Train,235,0
C1,SVR_RBF,Train,374,151.0303
C1,SVR_RBF,Train,326,8.6
C1,SVR_RBF,Train,281,30.1344
C1,SVR_RBF,Train,620,4.0724
C1,SVR_RBF,Train,90,20.1088
C1,SVR_RBF,Train,419,0.2975
C1,SVR_RBF,Train,453,2.7841
C1,SVR_RBF,Train,592,3.7292
C1,SVR_RBF,Train,479,0.0833
C1,SVR_RBF,Train,562,19.9007
C1,SVR_RBF,Train,618,33.9367
C1,SVR_RBF,Train,133,7.7838
C1,SVR_RBF,Train,483,0.4379
C1,SVR_RBF,Train,391,261.2554
C1,SVR_RBF,Train,18,180.7351
C1,SVR_RBF,Train,396,160.5788
C1,SVR_RBF,Train,355,10.9333
C1,SVR_RBF,Train,636,202.2624
C1,SVR_RBF,Train,547,3.3719
C1,SVR_RBF,Train,204,10.8544
C1,SVR_RBF,Train,468,1.1613
C1,SVR_RBF,Train,561,19.9005
C1,SVR_RBF,Train,183,56.7066
C1,SVR_RBF,Train,159,90.713
C1,SVR_RBF,Train,117,13.7027
C1,SVR_RBF,Train,394,179.8701
C1,SVR_RBF,Train,527,-0.1319
C1,SVR_RBF,Train,371,7.3913
C1,SVR_RBF,Train,333,8.2
C1,SVR_RBF,Train,45,77.8966
C1,SVR_RBF,Train,327,8.9
C1,SVR_RBF,Train,536,1.1869
C1,SVR_RBF,Train,671,5.4793
C1,SVR_RBF,Train,623,4.9773
C1,SVR_RBF,Train,221,16.661
C1,SVR_RBF,Train,512,1.0682
C1,SVR_RBF,Train,206,31.2926
C1,SVR_RBF,Train,612,190.7779
C1,SVR_RBF,Train,466,0.2074
C1,SVR_RBF,Train,346,11.1176
C1,SVR_RBF,Train,233,0
C1,SVR_RBF,Train,532,0.9231
C1,SVR_RBF,Train,370,10.8696
C1,SVR_RBF,Train,475,2.6613
C1,SVR_RBF,Train,87,17.4132
C1,SVR_RBF,Train,534,1.088
C1,SVR_RBF,Train,302,0
C1,SVR_RBF,Train,665,9.5675
C1,SVR_RBF,Train,314,80
C1,SVR_RBF,Train,219,144.8177
C1,SVR_RBF,Train,537,1.1935
C1,SVR_RBF,Train,142,6.9943
C1,SVR_RBF,Train,388,191.9913
C1,SVR_RBF,Train,465,0.6823
C1,SVR_RBF,Train,588,208.3905
C1,SVR_RBF,Train,108,16.7484
C1,SVR_RBF,Train,40,187.7603
C1,SVR_RBF,Train,14,175.7096
C1,SVR_RBF,Train,322,9.6
C1,SVR_RBF,Train,438,0.7813
C1,SVR_RBF,Train,622,4.5249
C1,SVR_RBF,Train,440,0.8125
C1,SVR_RBF,Train,384,246.5368
C1,SVR_RBF,Train,185,19.2773
C1,SVR_RBF,Train,192,60.0842
C1,SVR_RBF,Train,105,13.9905
C1,SVR_RBF,Train,223,60.2934
C1,SVR_RBF,Train,581,202.7626
C1,SVR_RBF,Train,30,178
C1,SVR_RBF,Train,262,43
C1,SVR_RBF,Train,116,12.2315
C1,SVR_RBF,Train,550,18.5644
C1,SVR_RBF,Train,401,222.5413
C1,SVR_RBF,Train,34,143.7129
C1,SVR_RBF,Train,269,14.1204
C1,SVR_RBF,Train,257,62
C1,SVR_RBF,Train,408,0.525
C1,SVR_RBF,Train,43,35.8031
C1,SVR_RBF,Train,517,0.4426
C1,SVR_RBF,Train,247,11
C1,SVR_RBF,Train,529,0.3956
C1,SVR_RBF,Train,97,12.9034
C1,SVR_RBF,Train,655,5.0188
C1,SVR_RBF,Train,584,203.5592
C1,SVR_RBF,Train,462,0.6512
C1,SVR_RBF,Train,637,206.7873
C1,SVR_RBF,Train,557,24.7571
C1,SVR_RBF,Train,443,1.008
C1,SVR_RBF,Train,640,5.4298
C1,SVR_RBF,Train,301,99
C1,SVR_RBF,Train,398,189.0305
C1,SVR_RBF,Train,377,31.8134
C1,SVR_RBF,Train,297,205
C1,SVR_RBF,Train,230,0
C1,SVR_RBF,Train,201,88.117
C1,SVR_RBF,Train,454,-0.0311
C1,SVR_RBF,Train,589,209.3641
C1,SVR_RBF,Train,378,235.2814
C1,SVR_RBF,Train,186,46.1627
C1,SVR_RBF,Train,456,0.0318
C1,SVR_RBF,Train,254,22
C1,SVR_RBF,Train,498,0.7805
C1,SVR_RBF,Train,614,28.5068
C1,SVR_RBF,Train,564,19.9019
C1,SVR_RBF,Train,386,265.5844
C1,SVR_RBF,Train,459,0.3721
C1,SVR_RBF,Train,295,225
C1,SVR_RBF,Train,450,2.74
C1,SVR_RBF,Train,339,0.1497
C1,SVR_RBF,Train,23,185.6084
C1,SVR_RBF,Train,345,10.3316
C1,SVR_RBF,Train,342,3.5187
C1,SVR_RBF,Train,102,14.3145
C1,SVR_RBF,Train,658,13.7265
C1,SVR_RBF,Train,266,9.2885
C1,SVR_RBF,Train,202,105.5386
C1,SVR_RBF,Train,33,75
C1,SVR_RBF,Train,672,7.9032
C1,SVR_RBF,Train,577,199.826
C1,SVR_RBF,Train,112,2
C1,SVR_RBF,Train,94,12.6758
C1,SVR_RBF,Train,47,100.5808
C1,SVR_RBF,Train,26,184.3807
C1,SVR_RBF,Train,552,21.0401
C1,SVR_RBF,Train,317,9.7
C1,SVR_RBF,Train,128,10.5788
C1,SVR_RBF,Train,198,31.2926
C1,SVR_RBF,Train,354,10.8798
C1,SVR_RBF,Train,37,175.4161
C1,SVR_RBF,Train,193,82.2821
C1,SVR_RBF,Train,88,17.5699
C1,SVR_RBF,Train,275,15.5572
C1,SVR_RBF,Train,111,5
C1,SVR_RBF,Train,268,12.5684
C1,SVR_RBF,Train,267,11.5498
C1,SVR_RBF,Train,20,37.4042
C1,SVR_RBF,Train,312,148
C1,SVR_RBF,Train,3,45.9523
C1,SVR_RBF,Train,402,229.0834
C1,SVR_RBF,Train,344,8.8717
C1,SVR_RBF,Train,644,6.7873
C1,SVR_RBF,Train,120,12.3402
C1,SVR_RBF,Train,359,11.4585
C1,SVR_RBF,Train,364,4.7511
C1,SVR_RBF,Train,83,4.2137
C1,SVR_RBF,Train,519,0.7869
C1,SVR_RBF,Train,231,0
C1,SVR_RBF,Train,141,6.4234
C1,SVR_RBF,Train,410,1.375
C1,SVR_RBF,Train,279,28.4955
C1,SVR_RBF,Train,228,0
C1,SVR_RBF,Train,224,79.7532
C1,SVR_RBF,Train,95,19.3671
C1,SVR_RBF,Train,248,35
C1,SVR_RBF,Train,31,145
C1,SVR_RBF,Train,81,56.3548
C1,SVR_RBF,Train,568,114.8951
C1,SVR_RBF,Train,553,23.5149
C1,SVR_RBF,Train,449,2.736
C1,SVR_RBF,Train,387,240.4761
C1,SVR_RBF,Train,174,9.5591
C1,SVR_RBF,Train,630,175.1131
C1,SVR_RBF,Train,240,18
C1,SVR_RBF,Train,358,13.9039
C1,SVR_RBF,Train,19,182.1148
C1,SVR_RBF,Train,645,8.5973
C1,SVR_RBF,Train,189,16.661
C1,SVR_RBF,Train,643,8.5973
C1,SVR_RBF,Train,63,73.8302
C1,SVR_RBF,Train,205,16.661
C1,SVR_RBF,Train,325,8.8
C1,SVR_RBF,Train,329,9.2
C1,SVR_RBF,Train,368,15.2174
C1,SVR_RBF,Train,321,9.6
C1,SVR_RBF,Train,565,19.9022
C1,SVR_RBF,Train,77,62.9884
C1,SVR_RBF,Train,674,4.8387
C1,SVR_RBF,Train,190,31.2926
C1,SVR_RBF,Train,546,3.124
C1,SVR_RBF,Train,580,201.6556
C1,SVR_RBF,Train,328,9
C1,SVR_RBF,Train,343,6.4011
C1,SVR_RBF,Train,324,8
C1,SVR_RBF,Train,35,163.7025
C1,SVR_RBF,Train,657,12.7399
C1,SVR_RBF,Train,400,213.0824
C1,SVR_RBF,Train,298,198
C1,SVR_RBF,Train,509,0.8453
C1,SVR_RBF,Train,426,4.4132
C1,SVR_RBF,Train,119,13.7934
C1,SVR_RBF,Train,642,7.6923
C1,SVR_RBF,Train,74,53.0534
C1,SVR_RBF,Train,602,10.7843
C1,SVR_RBF,Train,574,177.8478
C1,SVR_RBF,Train,106,15.3742
C1,SVR_RBF,Test,458,0.186
C1,SVR_RBF,Test,641,7.2398
C1,SVR_RBF,Test,318,9.6
C1,SVR_RBF,Test,436,0.5022
C1,SVR_RBF,Test,283,16.2
C1,SVR_RBF,Test,24,190.4266
C1,SVR_RBF,Test,473,2.613
C1,SVR_RBF,Test,29,189
C1,SVR_RBF,Test,282,16.3
C1,SVR_RBF,Test,362,6.4279
C1,SVR_RBF,Test,104,11.6415
C1,SVR_RBF,Test,617,33.0317
C1,SVR_RBF,Test,229,0
C1,SVR_RBF,Test,404,250.7447
C1,SVR_RBF,Test,209,111.1716
C1,SVR_RBF,Test,613,190.898
C1,SVR_RBF,Test,621,4.5249
C1,SVR_RBF,Test,604,10.9963
C1,SVR_RBF,Test,659,15.0992
C1,SVR_RBF,Test,600,9.8831
C1,SVR_RBF,Test,670,5.4838
C1,SVR_RBF,Test,526,-0.2037
C1,SVR_RBF,Test,115,13.052
C1,SVR_RBF,Test,635,192.7602
C1,SVR_RBF,Test,434,0.2912
C1,SVR_RBF,Test,59,68.9452
C1,SVR_RBF,Test,503,0.2767
C1,SVR_RBF,Test,631,185.9728
C1,SVR_RBF,Test,270,15.1055
C1,SVR_RBF,Test,259,58
